部位,ICD-10,性別,診断年,粗率,0-4歳,5-9歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85歳以上
全部位,C00-C96,女,2004,399.3 ,9.6 ,5.1 ,6.3 ,10.6 ,13.1 ,35.3 ,66.4 ,136.5 ,219.5 ,326.6 ,408.7 ,486.8 ,585.1 ,739.6 ,945.1 ,1144.3 ,1350.2 ,1784.8 
全部位,C00-C96,女,2005,408.7 ,9.1 ,6.2 ,7.1 ,8.9 ,16.6 ,33.6 ,65.3 ,118.6 ,219.6 ,331.0 ,392.0 ,494.6 ,617.9 ,749.2 ,948.4 ,1160.4 ,1387.9 ,1703.4 
全部位,C00-C96,女,2006,421.6 ,8.0 ,5.8 ,6.0 ,10.6 ,21.4 ,42.1 ,72.0 ,123.0 ,228.8 ,339.4 ,410.0 ,494.3 ,610.3 ,734.2 ,981.1 ,1150.5 ,1347.5 ,1769.5 
全部位,C00-C96,女,2007,448.3 ,14.2 ,6.5 ,9.2 ,11.6 ,19.7 ,34.3 ,74.1 ,140.7 ,240.1 ,353.4 ,430.8 ,534.2 ,641.6 ,764.6 ,1002.7 ,1193.3 ,1406.5 ,1820.4 
全部位,C00-C96,女,2008,476.7 ,13.5 ,8.8 ,8.5 ,13.1 ,20.2 ,39.2 ,85.3 ,145.1 ,246.4 ,370.9 ,451.0 ,556.7 ,660.3 ,808.5 ,1035.4 ,1243.4 ,1504.7 ,1884.2 
全部位,C00-C96,女,2009,494.5 ,14.4 ,7.8 ,9.1 ,11.0 ,20.8 ,43.6 ,89.9 ,144.8 ,253.9 ,383.6 ,464.4 ,571.3 ,693.9 ,826.6 ,1050.0 ,1265.2 ,1488.6 ,1904.8 
全部位,C00-C96,女,2010,513.0 ,13.4 ,7.8 ,7.6 ,11.6 ,26.0 ,44.8 ,93.0 ,154.9 ,270.6 ,406.6 ,472.7 ,586.5 ,718.3 ,875.3 ,1063.6 ,1294.9 ,1499.4 ,1940.2 
全部位,C00-C96,女,2011,541.4 ,13.9 ,7.1 ,8.6 ,13.4 ,24.7 ,52.9 ,97.8 ,158.7 ,289.2 ,435.3 ,493.4 ,624.9 ,762.6 ,903.1 ,1084.0 ,1326.8 ,1522.4 ,1937.9 
口腔・咽頭,C00-C14,男女計,1975,2.2 ,0.2 ,0.1 ,0.3 ,0.3 ,0.4 ,0.3 ,0.9 ,1.0 ,1.9 ,2.5 ,3.5 ,5.8 ,8.6 ,7.9 ,11.9 ,14.0 ,16.3 ,15.6 
口腔・咽頭,C00-C14,男女計,1976,2.3 ,0.2 ,0.1 ,0.2 ,0.2 ,0.4 ,0.5 ,0.6 ,1.0 ,1.6 ,2.5 ,4.3 ,6.4 ,8.4 ,9.1 ,11.8 ,11.5 ,14.6 ,16.2 
口腔・咽頭,C00-C14,男女計,1977,2.4 ,0.2 ,0.1 ,0.2 ,0.3 ,0.3 ,0.5 ,0.7 ,1.0 ,1.2 ,2.7 ,4.6 ,7.5 ,8.5 ,9.4 ,11.8 ,11.2 ,15.4 ,19.2 
口腔・咽頭,C00-C14,男女計,1978,2.6 ,0.2 ,0.1 ,0.1 ,0.3 ,0.2 ,0.4 ,0.5 ,1.0 ,1.4 ,3.6 ,4.5 ,7.4 ,7.9 ,10.9 ,12.8 ,13.7 ,16.1 ,22.1 
口腔・咽頭,C00-C14,男女計,1979,3.0 ,0.1 ,0.1 ,0.1 ,0.4 ,0.4 ,0.2 ,0.8 ,1.2 ,1.7 ,4.0 ,5.1 ,8.0 ,10.3 ,11.6 ,15.3 ,17.0 ,19.4 ,16.9 
口腔・咽頭,C00-C14,男女計,1980,3.5 ,0.0 ,0.0 ,0.2 ,0.3 ,0.6 ,0.2 ,0.9 ,1.5 ,1.9 ,4.5 ,5.9 ,8.7 ,11.8 ,12.9 ,17.3 ,19.9 ,20.2 ,17.0 
口腔・咽頭,C00-C14,男女計,1981,3.6 ,0.0 ,0.0 ,0.3 ,0.1 ,0.5 ,0.4 ,1.1 ,1.7 ,2.0 ,3.8 ,6.4 ,9.9 ,11.4 ,12.3 ,17.9 ,17.4 ,18.2 ,18.5 
口腔・咽頭,C00-C14,男女計,1982,3.6 ,0.0 ,0.1 ,0.2 ,0.2 ,0.4 ,0.5 ,1.3 ,1.3 ,2.2 ,3.7 ,6.0 ,9.4 ,10.7 ,13.5 ,16.7 ,17.3 ,19.2 ,25.7 
口腔・咽頭,C00-C14,男女計,1983,3.8 ,0.1 ,0.1 ,0.2 ,0.1 ,0.2 ,0.4 ,1.7 ,1.6 ,2.3 ,3.8 ,6.4 ,10.1 ,10.3 ,13.6 ,17.1 ,18.6 ,19.6 ,24.2 
口腔・咽頭,C00-C14,男女計,1984,4.0 ,0.2 ,0.1 ,0.1 ,0.2 ,0.2 ,0.3 ,1.7 ,1.4 ,2.2 ,4.1 ,6.2 ,9.5 ,10.8 ,14.8 ,17.2 ,23.2 ,21.5 ,24.1 
口腔・咽頭,C00-C14,男女計,1985,4.4 ,0.1 ,0.0 ,0.1 ,0.2 ,0.4 ,0.3 ,1.4 ,2.0 ,2.4 ,4.7 ,7.5 ,9.5 ,12.4 ,15.8 ,17.4 ,22.5 ,20.9 ,24.1 
口腔・咽頭,C00-C14,男女計,1986,4.6 ,0.1 ,0.0 ,0.1 ,0.2 ,0.4 ,0.5 ,1.0 ,2.0 ,2.5 ,5.2 ,7.3 ,10.2 ,13.4 ,18.0 ,17.4 ,22.2 ,19.1 ,22.8 
口腔・咽頭,C00-C14,男女計,1987,4.5 ,0.1 ,0.1 ,0.1 ,0.2 ,0.4 ,0.7 ,0.9 ,1.7 ,2.3 ,5.1 ,7.2 ,10.0 ,12.7 ,15.5 ,17.5 ,17.5 ,20.8 ,21.4 
口腔・咽頭,C00-C14,男女計,1988,4.8 ,0.2 ,0.1 ,0.1 ,0.2 ,0.4 ,0.7 ,0.9 ,1.6 ,2.6 ,5.0 ,7.2 ,10.7 ,13.2 ,16.2 ,18.4 ,19.4 ,23.9 ,20.1 
口腔・咽頭,C00-C14,男女計,1989,4.7 ,0.3 ,0.1 ,0.0 ,0.3 ,0.4 ,0.9 ,0.9 ,1.7 ,2.1 ,4.5 ,7.0 ,10.4 ,12.6 ,14.6 ,18.4 ,18.8 ,24.4 ,21.1 
口腔・咽頭,C00-C14,男女計,1990,5.2 ,0.1 ,0.0 ,0.1 ,0.3 ,0.4 ,0.9 ,0.8 ,1.6 ,2.8 ,3.7 ,7.8 ,11.7 ,14.8 ,19.0 ,18.0 ,21.8 ,21.0 ,20.4 
口腔・咽頭,C00-C14,男女計,1991,5.5 ,0.0 ,0.1 ,0.1 ,0.3 ,0.4 ,0.8 ,0.9 ,1.4 ,2.8 ,3.7 ,8.0 ,11.2 ,16.7 ,18.7 ,20.1 ,22.8 ,21.6 ,20.8 
口腔・咽頭,C00-C14,男女計,1992,5.6 ,0.0 ,0.1 ,0.1 ,0.2 ,0.4 ,0.5 ,0.8 ,1.4 ,3.0 ,3.7 ,7.5 ,10.6 ,16.1 ,19.9 ,19.3 ,23.1 ,22.6 ,21.4 
口腔・咽頭,C00-C14,男女計,1993,5.7 ,0.0 ,0.1 ,0.1 ,0.2 ,0.4 ,0.5 ,0.9 ,1.4 ,2.7 ,4.0 ,7.2 ,10.2 ,15.9 ,18.3 ,19.6 ,23.5 ,23.6 ,24.6 
口腔・咽頭,C00-C14,男女計,1994,5.6 ,0.0 ,0.0 ,0.1 ,0.2 ,0.5 ,0.5 ,0.9 ,1.4 ,2.7 ,4.4 ,7.6 ,10.0 ,14.9 ,17.5 ,17.6 ,24.2 ,22.2 ,23.6 
口腔・咽頭,C00-C14,男女計,1995,6.8 ,0.0 ,0.0 ,0.1 ,0.1 ,0.7 ,0.5 ,1.1 ,1.7 ,3.1 ,5.5 ,9.4 ,12.8 ,16.3 ,20.9 ,24.2 ,23.5 ,23.6 ,29.2 
口腔・咽頭,C00-C14,男女計,1996,6.8 ,0.0 ,0.0 ,0.2 ,0.1 ,0.6 ,0.7 ,0.9 ,1.5 ,3.0 ,5.6 ,8.6 ,12.5 ,15.4 ,20.1 ,24.3 ,23.8 ,24.1 ,29.3 
口腔・咽頭,C00-C14,男女計,1997,6.7 ,0.0 ,0.0 ,0.1 ,0.1 ,0.7 ,0.9 ,0.6 ,1.1 ,2.8 ,5.2 ,8.0 ,12.4 ,15.2 ,19.6 ,22.7 ,23.6 ,24.4 ,29.2 
口腔・咽頭,C00-C14,男女計,1998,6.9 ,0.0 ,0.0 ,0.1 ,0.1 ,0.6 ,1.2 ,0.5 ,1.3 ,2.8 ,4.7 ,7.5 ,11.5 ,15.4 ,21.2 ,22.4 ,24.9 ,26.2 ,31.5 
口腔・咽頭,C00-C14,男女計,1999,7.1 ,0.0 ,0.0 ,0.1 ,0.1 ,0.5 ,0.9 ,0.8 ,1.7 ,2.7 ,4.7 ,7.4 ,11.8 ,15.6 ,20.9 ,22.3 ,24.2 ,25.4 ,30.0 
口腔・咽頭,C00-C14,男女計,2000,7.5 ,0.0 ,0.0 ,0.1 ,0.2 ,0.4 ,0.8 ,1.0 ,1.9 ,2.9 ,4.8 ,7.8 ,11.7 ,16.2 ,21.9 ,24.4 ,24.6 ,24.9 ,31.0 
口腔・咽頭,C00-C14,男女計,2001,7.6 ,0.0 ,0.0 ,0.1 ,0.2 ,0.5 ,0.6 ,1.4 ,2.1 ,2.7 ,4.9 ,9.1 ,11.6 ,16.2 ,20.4 ,24.2 ,24.8 ,22.6 ,27.3 
口腔・咽頭,C00-C14,男女計,2002,8.6 ,0.0 ,0.0 ,0.1 ,0.3 ,0.8 ,0.6 ,1.1 ,2.0 ,2.6 ,5.2 ,9.5 ,12.9 ,19.5 ,24.1 ,27.4 ,25.5 ,27.1 ,30.3 
口腔・咽頭,C00-C14,男女計,2003,8.6 ,0.0 ,0.0 ,0.1 ,0.4 ,1.0 ,0.7 ,1.4 ,2.2 ,2.4 ,5.2 ,8.4 ,12.8 ,18.2 ,23.1 ,24.9 ,28.1 ,30.7 ,30.2 
口腔・咽頭,C00-C14,男女計,2004,7.9 ,0.0 ,0.1 ,0.0 ,0.3 ,0.4 ,1.0 ,1.1 ,1.2 ,2.6 ,5.3 ,8.3 ,11.2 ,17.2 ,19.7 ,25.7 ,23.2 ,23.3 ,27.2 
口腔・咽頭,C00-C14,男女計,2005,8.5 ,0.0 ,0.2 ,0.5 ,0.1 ,0.8 ,0.8 ,1.4 ,1.2 ,2.2 ,5.2 ,7.6 ,13.7 ,17.8 ,19.9 ,23.8 ,29.7 ,24.6 ,29.9 
口腔・咽頭,C00-C14,男女計,2006,9.9 ,0.0 ,0.0 ,0.1 ,0.3 ,0.3 ,1.0 ,1.5 ,2.3 ,3.1 ,6.1 ,9.9 ,14.9 ,19.0 ,23.8 ,28.8 ,30.4 ,28.7 ,30.3 
口腔・咽頭,C00-C14,男女計,2007,11.1 ,0.1 ,0.1 ,0.2 ,0.4 ,0.7 ,1.1 ,1.1 ,3.0 ,2.8 ,6.3 ,9.8 ,15.7 ,22.2 ,25.6 ,32.9 ,31.8 ,34.9 ,35.7 
口腔・咽頭,C00-C14,男女計,2008,12.2 ,0.0 ,0.0 ,0.2 ,0.3 ,0.5 ,0.7 ,1.8 ,2.5 ,3.8 ,6.6 ,10.5 ,18.4 ,22.8 ,30.6 ,31.6 ,34.3 ,38.5 ,38.0 
口腔・咽頭,C00-C14,男女計,2009,12.4 ,0.1 ,0.1 ,0.0 ,0.4 ,0.9 ,1.2 ,2.0 ,3.1 ,4.0 ,7.8 ,11.2 ,16.2 ,22.8 ,28.5 ,31.1 ,35.1 ,38.0 ,40.5 
口腔・咽頭,C00-C14,男女計,2010,12.2 ,0.0 ,0.2 ,0.1 ,0.2 ,1.0 ,1.0 ,1.8 ,2.8 ,3.8 ,6.6 ,10.8 ,16.2 ,22.2 ,29.7 ,32.0 ,33.1 ,34.3 ,39.9 
口腔・咽頭,C00-C14,男女計,2011,12.3 ,0.1 ,0.0 ,0.1 ,0.3 ,0.8 ,0.8 ,1.5 ,2.6 ,4.0 ,7.5 ,10.9 ,15.9 ,23.6 ,27.1 ,28.2 ,36.8 ,35.5 ,38.0 
口腔・咽頭,C00-C14,男,1975,3.1 ,0.2 ,0.2 ,0.4 ,0.3 ,0.3 ,0.5 ,1.3 ,1.3 ,2.9 ,3.4 ,5.7 ,9.2 ,12.3 ,13.0 ,19.0 ,21.5 ,25.7 ,32.6 
口腔・咽頭,C00-C14,男,1976,3.2 ,0.2 ,0.1 ,0.4 ,0.3 ,0.3 ,0.7 ,1.0 ,1.1 ,2.5 ,3.6 ,6.9 ,9.7 ,13.1 ,15.1 ,20.5 ,19.6 ,24.5 ,17.6 
口腔・咽頭,C00-C14,男,1977,3.3 ,0.2 ,0.1 ,0.2 ,0.4 ,0.4 ,0.7 ,1.0 ,1.1 ,1.5 ,3.7 ,7.0 ,10.7 ,13.5 ,13.6 ,20.6 ,18.6 ,30.9 ,17.4 
口腔・咽頭,C00-C14,男,1978,3.4 ,0.1 ,0.1 ,0.2 ,0.5 ,0.2 ,0.5 ,0.8 ,1.0 ,1.8 ,4.8 ,6.5 ,10.3 ,13.0 ,15.5 ,22.4 ,20.1 ,29.1 ,20.9 
口腔・咽頭,C00-C14,男,1979,4.1 ,0.1 ,0.1 ,0.1 ,0.5 ,0.5 ,0.3 ,1.1 ,1.3 ,2.2 ,5.4 ,7.3 ,12.3 ,16.1 ,18.5 ,25.5 ,24.2 ,35.9 ,22.8 
口腔・咽頭,C00-C14,男,1980,4.3 ,0.0 ,0.0 ,0.3 ,0.3 ,0.5 ,0.2 ,0.9 ,1.5 ,2.7 ,4.8 ,8.5 ,12.3 ,15.1 ,20.1 ,28.8 ,23.9 ,33.5 ,12.8 
口腔・咽頭,C00-C14,男,1981,5.1 ,0.0 ,0.0 ,0.6 ,0.2 ,0.6 ,0.5 ,1.4 ,1.5 ,3.1 ,5.1 ,9.7 ,17.3 ,18.0 ,20.1 ,33.7 ,25.8 ,31.8 ,17.8 
口腔・咽頭,C00-C14,男,1982,4.7 ,0.0 ,0.0 ,0.5 ,0.1 ,0.3 ,0.5 ,1.3 ,1.2 ,3.4 ,4.7 ,8.3 ,14.8 ,15.1 ,18.8 ,28.8 ,27.3 ,30.8 ,17.9 
口腔・咽頭,C00-C14,男,1983,5.4 ,0.0 ,0.1 ,0.2 ,0.1 ,0.1 ,0.5 ,2.1 ,1.9 ,3.7 ,5.6 ,9.3 ,16.6 ,16.3 ,20.8 ,29.3 ,30.3 ,32.7 ,28.8 
口腔・咽頭,C00-C14,男,1984,5.3 ,0.1 ,0.1 ,0.0 ,0.2 ,0.1 ,0.2 ,1.8 ,2.1 ,3.3 ,5.2 ,8.5 ,13.7 ,15.2 ,20.9 ,27.5 ,38.8 ,40.9 ,26.9 
口腔・咽頭,C00-C14,男,1985,5.7 ,0.1 ,0.0 ,0.0 ,0.2 ,0.6 ,0.3 ,1.1 ,2.6 ,3.4 ,5.9 ,9.7 ,13.3 ,17.6 ,25.7 ,27.3 ,35.3 ,32.8 ,36.3 
口腔・咽頭,C00-C14,男,1986,6.3 ,0.1 ,0.0 ,0.1 ,0.1 ,0.5 ,0.3 ,1.1 ,2.7 ,3.5 ,6.7 ,10.3 ,15.5 ,20.4 ,27.8 ,29.6 ,34.3 ,30.9 ,36.1 
口腔・咽頭,C00-C14,男,1987,5.9 ,0.1 ,0.1 ,0.1 ,0.2 ,0.5 ,0.6 ,0.8 ,2.0 ,3.4 ,6.6 ,10.3 ,16.0 ,18.0 ,23.5 ,28.2 ,25.8 ,27.3 ,32.2 
口腔・咽頭,C00-C14,男,1988,6.7 ,0.2 ,0.1 ,0.2 ,0.3 ,0.6 ,0.6 ,1.1 ,2.2 ,3.8 ,6.9 ,10.5 ,17.9 ,21.1 ,26.7 ,28.9 ,31.3 ,34.0 ,32.2 
口腔・咽頭,C00-C14,男,1989,6.5 ,0.2 ,0.1 ,0.1 ,0.4 ,0.4 ,0.8 ,0.9 ,1.9 ,3.1 ,6.0 ,9.9 ,16.6 ,19.3 ,25.7 ,28.4 ,32.1 ,34.0 ,33.7 
口腔・咽頭,C00-C14,男,1990,7.5 ,0.2 ,0.0 ,0.1 ,0.5 ,0.5 ,0.8 ,0.7 ,2.1 ,3.4 ,5.8 ,11.8 ,19.0 ,24.7 ,33.2 ,30.3 ,35.3 ,29.3 ,28.8 
口腔・咽頭,C00-C14,男,1991,8.0 ,0.1 ,0.0 ,0.1 ,0.3 ,0.5 ,0.6 ,0.7 ,1.8 ,3.6 ,6.1 ,11.9 ,18.0 ,27.3 ,31.7 ,36.7 ,37.5 ,28.8 ,31.6 
口腔・咽頭,C00-C14,男,1992,7.8 ,0.0 ,0.0 ,0.1 ,0.3 ,0.5 ,0.4 ,0.8 ,1.7 ,3.7 ,5.6 ,11.2 ,16.8 ,25.5 ,32.4 ,34.2 ,37.1 ,28.6 ,27.3 
口腔・咽頭,C00-C14,男,1993,7.8 ,0.0 ,0.0 ,0.0 ,0.3 ,0.5 ,0.5 ,0.8 ,1.6 ,3.8 ,5.7 ,10.8 ,15.5 ,24.8 ,29.5 ,32.4 ,37.6 ,31.5 ,31.2 
口腔・咽頭,C00-C14,男,1994,8.2 ,0.0 ,0.0 ,0.1 ,0.3 ,0.5 ,0.6 ,1.2 ,1.7 ,4.1 ,6.3 ,12.6 ,15.9 ,24.1 ,28.7 ,30.4 ,41.9 ,32.1 ,31.4 
口腔・咽頭,C00-C14,男,1995,9.6 ,0.0 ,0.1 ,0.1 ,0.1 ,1.0 ,0.6 ,1.1 ,1.8 ,4.3 ,7.8 ,14.6 ,19.8 ,26.4 ,32.7 ,40.0 ,37.8 ,33.5 ,42.8 
口腔・咽頭,C00-C14,男,1996,9.7 ,0.0 ,0.1 ,0.2 ,0.1 ,0.7 ,0.5 ,0.8 ,1.5 ,4.1 ,8.1 ,13.2 ,19.9 ,25.3 ,31.6 ,41.4 ,39.1 ,37.8 ,41.8 
口腔・咽頭,C00-C14,男,1997,9.8 ,0.0 ,0.0 ,0.1 ,0.1 ,1.0 ,0.7 ,0.7 ,1.2 ,3.6 ,8.1 ,12.2 ,20.8 ,25.2 ,31.1 ,39.4 ,36.9 ,39.3 ,46.0 
口腔・咽頭,C00-C14,男,1998,10.1 ,0.0 ,0.0 ,0.2 ,0.2 ,0.9 ,1.4 ,0.8 ,1.6 ,3.7 ,7.1 ,11.2 ,18.9 ,25.1 ,35.0 ,39.0 ,40.9 ,39.2 ,48.3 
口腔・咽頭,C00-C14,男,1999,10.4 ,0.0 ,0.0 ,0.1 ,0.2 ,0.7 ,1.3 ,1.1 ,2.1 ,3.3 ,7.2 ,11.5 ,19.8 ,25.8 ,35.2 ,38.0 ,40.6 ,36.2 ,50.2 
口腔・咽頭,C00-C14,男,2000,10.7 ,0.0 ,0.0 ,0.1 ,0.3 ,0.5 ,1.1 ,1.1 ,2.1 ,3.5 ,7.3 ,12.2 ,18.6 ,25.8 ,35.6 ,39.4 ,42.0 ,34.9 ,48.2 
口腔・咽頭,C00-C14,男,2001,11.2 ,0.0 ,0.0 ,0.2 ,0.3 ,0.5 ,0.8 ,1.5 ,2.2 ,3.5 ,7.8 ,14.4 ,18.8 ,26.8 ,33.4 ,40.1 ,43.5 ,35.3 ,45.9 
口腔・咽頭,C00-C14,男,2002,13.2 ,0.0 ,0.0 ,0.1 ,0.3 ,0.6 ,0.8 ,1.6 ,2.3 ,3.3 ,8.4 ,15.0 ,21.5 ,32.9 ,41.3 ,47.7 ,44.0 ,47.6 ,51.7 
口腔・咽頭,C00-C14,男,2003,12.6 ,0.1 ,0.0 ,0.1 ,0.2 ,0.8 ,0.8 ,2.0 ,3.0 ,3.0 ,7.9 ,12.6 ,20.4 ,29.3 ,38.2 ,42.1 ,44.1 ,52.3 ,46.2 
口腔・咽頭,C00-C14,男,2004,11.5 ,0.0 ,0.0 ,0.0 ,0.5 ,0.4 ,0.7 ,1.3 ,1.3 ,3.1 ,7.4 ,13.0 ,17.1 ,28.0 ,33.8 ,41.0 ,34.4 ,40.7 ,46.2 
口腔・咽頭,C00-C14,男,2005,11.9 ,0.0 ,0.2 ,0.5 ,0.1 ,1.0 ,0.9 ,1.2 ,1.6 ,3.0 ,6.7 ,12.4 ,22.2 ,27.8 ,29.3 ,34.9 ,46.7 ,40.4 ,40.9 
口腔・咽頭,C00-C14,男,2006,14.6 ,0.0 ,0.0 ,0.2 ,0.2 ,0.5 ,1.3 ,2.1 ,2.7 ,3.4 ,7.7 ,16.1 ,24.4 ,33.3 ,41.5 ,45.8 ,50.3 ,44.4 ,42.0 
口腔・咽頭,C00-C14,男,2007,16.4 ,0.0 ,0.0 ,0.2 ,0.7 ,0.6 ,1.4 ,1.0 ,3.9 ,3.6 ,10.0 ,15.6 ,25.4 ,37.6 ,41.3 ,54.0 ,52.8 ,55.0 ,56.4 
口腔・咽頭,C00-C14,男,2008,17.7 ,0.0 ,0.0 ,0.3 ,0.2 ,0.7 ,0.9 ,1.9 ,3.1 ,4.4 ,10.0 ,16.6 ,29.2 ,38.2 ,50.5 ,50.6 ,54.7 ,59.1 ,57.5 
口腔・咽頭,C00-C14,男,2009,17.2 ,0.1 ,0.0 ,0.0 ,0.4 ,1.5 ,0.9 ,2.1 ,3.7 ,5.1 ,10.1 ,15.6 ,24.6 ,36.8 ,46.7 ,48.1 ,55.5 ,55.7 ,54.2 
口腔・咽頭,C00-C14,男,2010,17.3 ,0.1 ,0.1 ,0.0 ,0.2 ,0.9 ,0.8 ,2.1 ,2.9 ,4.6 ,8.9 ,16.3 ,25.8 ,36.6 ,48.9 ,48.8 ,52.8 ,54.3 ,58.0 
口腔・咽頭,C00-C14,男,2011,17.4 ,0.1 ,0.0 ,0.2 ,0.5 ,1.1 ,0.5 ,1.8 ,3.3 ,5.3 ,9.0 ,16.4 ,26.3 ,38.0 ,44.4 ,44.0 ,58.2 ,52.7 ,52.9 
口腔・咽頭,C00-C14,女,1975,1.4 ,0.1 ,0.1 ,0.2 ,0.2 ,0.4 ,0.2 ,0.5 ,0.7 ,0.8 ,1.6 ,1.8 ,3.0 ,5.5 ,3.6 ,6.2 ,8.6 ,10.6 ,7.8 
口腔・咽頭,C00-C14,女,1976,1.3 ,0.2 ,0.1 ,0.1 ,0.1 ,0.4 ,0.3 ,0.3 ,0.9 ,0.7 ,1.5 ,2.1 ,3.9 ,4.5 ,4.2 ,4.8 ,5.5 ,8.3 ,15.5 
口腔・咽頭,C00-C14,女,1977,1.5 ,0.2 ,0.1 ,0.1 ,0.2 ,0.2 ,0.3 ,0.3 ,0.9 ,1.0 ,1.7 ,2.4 ,5.0 ,4.5 ,6.0 ,4.8 ,6.0 ,5.8 ,20.1 
口腔・咽頭,C00-C14,女,1978,1.8 ,0.2 ,0.1 ,0.1 ,0.2 ,0.2 ,0.3 ,0.3 ,1.0 ,0.9 ,2.5 ,2.6 ,5.3 ,3.8 ,7.2 ,5.2 ,9.1 ,8.1 ,22.7 
口腔・咽頭,C00-C14,女,1979,2.0 ,0.1 ,0.2 ,0.1 ,0.2 ,0.2 ,0.2 ,0.5 ,1.2 ,1.1 ,2.7 ,2.9 ,4.7 ,5.6 ,6.1 ,7.3 ,11.8 ,9.1 ,13.9 
口腔・咽頭,C00-C14,女,1980,2.7 ,0.0 ,0.1 ,0.0 ,0.2 ,0.7 ,0.2 ,0.8 ,1.6 ,1.1 ,4.3 ,3.4 ,5.9 ,9.3 ,7.2 ,8.4 ,17.1 ,12.0 ,19.0 
口腔・咽頭,C00-C14,女,1981,2.1 ,0.1 ,0.0 ,0.0 ,0.1 ,0.5 ,0.2 ,0.9 ,1.9 ,1.0 ,2.5 ,3.1 ,3.6 ,6.4 ,6.2 ,5.9 ,11.3 ,9.7 ,18.8 
口腔・咽頭,C00-C14,女,1982,2.6 ,0.1 ,0.1 ,0.0 ,0.3 ,0.5 ,0.5 ,1.3 ,1.5 ,1.0 ,2.7 ,3.6 ,4.5 ,7.4 ,9.3 ,7.6 ,10.2 ,12.1 ,29.6 
口腔・咽頭,C00-C14,女,1983,2.3 ,0.2 ,0.1 ,0.1 ,0.1 ,0.3 ,0.4 ,1.2 ,1.4 ,0.9 ,1.9 ,3.6 ,4.0 ,5.9 ,8.2 ,8.1 ,10.2 ,11.5 ,22.0 
口腔・咽頭,C00-C14,女,1984,2.8 ,0.3 ,0.1 ,0.1 ,0.2 ,0.4 ,0.5 ,1.6 ,0.8 ,1.1 ,3.1 ,3.9 ,5.6 ,7.4 ,10.2 ,9.6 ,12.3 ,9.7 ,22.8 
口腔・咽頭,C00-C14,女,1985,3.1 ,0.1 ,0.0 ,0.3 ,0.3 ,0.3 ,0.3 ,1.6 ,1.4 ,1.4 ,3.5 ,5.5 ,5.9 ,8.3 ,8.5 ,10.1 ,13.6 ,13.7 ,18.1 
口腔・咽頭,C00-C14,女,1986,3.0 ,0.0 ,0.0 ,0.1 ,0.3 ,0.2 ,0.7 ,0.9 ,1.3 ,1.5 ,3.6 ,4.3 ,5.2 ,7.7 ,10.9 ,8.6 ,14.1 ,12.0 ,16.4 
口腔・咽頭,C00-C14,女,1987,3.1 ,0.1 ,0.0 ,0.0 ,0.2 ,0.4 ,0.8 ,1.0 ,1.4 ,1.3 ,3.7 ,4.2 ,4.2 ,8.2 ,9.9 ,9.8 ,12.0 ,16.9 ,16.3 
口腔・咽頭,C00-C14,女,1988,2.9 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 ,0.8 ,0.7 ,1.1 ,1.4 ,3.1 ,3.9 ,3.9 ,6.2 ,8.7 ,10.9 ,11.5 ,17.8 ,14.4 
口腔・咽頭,C00-C14,女,1989,3.0 ,0.3 ,0.0 ,0.0 ,0.2 ,0.3 ,0.9 ,0.9 ,1.5 ,1.1 ,2.9 ,4.1 ,4.4 ,6.4 ,6.5 ,11.4 ,10.0 ,18.7 ,15.1 
口腔・咽頭,C00-C14,女,1990,3.0 ,0.0 ,0.0 ,0.0 ,0.2 ,0.2 ,0.9 ,0.9 ,1.0 ,2.1 ,1.7 ,3.9 ,4.8 ,5.6 ,8.3 ,9.5 ,12.9 ,16.1 ,16.5 
口腔・咽頭,C00-C14,女,1991,3.1 ,0.0 ,0.1 ,0.1 ,0.2 ,0.2 ,0.9 ,1.1 ,1.0 ,1.9 ,1.4 ,4.1 ,4.8 ,6.8 ,8.3 ,8.9 ,13.1 ,17.5 ,15.8 
口腔・咽頭,C00-C14,女,1992,3.4 ,0.0 ,0.1 ,0.1 ,0.1 ,0.4 ,0.6 ,0.9 ,1.2 ,2.2 ,1.8 ,3.8 ,4.7 ,7.2 ,9.6 ,9.3 ,13.9 ,19.2 ,18.7 
口腔・咽頭,C00-C14,女,1993,3.6 ,0.0 ,0.1 ,0.3 ,0.1 ,0.4 ,0.6 ,0.9 ,1.2 ,1.6 ,2.3 ,3.6 ,5.2 ,7.6 ,8.8 ,11.0 ,14.5 ,19.1 ,21.7 
口腔・咽頭,C00-C14,女,1994,3.2 ,0.0 ,0.0 ,0.2 ,0.1 ,0.4 ,0.4 ,0.7 ,1.2 ,1.4 ,2.4 ,2.7 ,4.4 ,6.3 ,7.8 ,8.9 ,13.0 ,16.6 ,20.1 
口腔・咽頭,C00-C14,女,1995,4.2 ,0.0 ,0.0 ,0.2 ,0.2 ,0.5 ,0.5 ,1.1 ,1.6 ,1.9 ,3.1 ,4.4 ,6.1 ,7.0 ,10.5 ,13.0 ,14.6 ,18.2 ,23.3 
